id,hanzi,pinyin,pos,hanviet,vi,created_at,lesson_label,count_done,count_target,cau_truc,ket_hop,nghia,dong_am,gan_nghia,course
interview-文雅,文雅,wényǎ,形,văn nhã,"thanh lịch, tao nhã",2026-06-14 09:00:43.41532+00,B1 求职面试,0,10,,,,,,interview
interview-新人,新人,xīnrén,名,tân nhân,"người mới, nhân viên mới",2026-06-14 08:41:14.856543+00,第十二课 个人述职,0,10,,,,,,interview
interview-新型,新型,xīnxíng,形,tân hình,"kiểu mới, loại mới",2026-06-14 08:40:45.987195+00,第十一课 职业培训,0,10,,,,,,interview
interview-方式,方式,fāngshì,名,phương thức,"cách thức, phương thức",2026-06-14 09:00:11.626424+00,第一课 应聘与面试,0,10,,,,,,interview
interview-方案,方案,fāng'àn,名,phương án,"phương án, kế hoạch",2026-06-14 08:39:27.511701+00,第四课 日程安排,0,10,,,,,,interview
interview-方法,方法,fāngfǎ,名,phương pháp,"phương pháp, cách làm",2026-06-14 08:41:27.186303+00,第十二课 个人述职,0,10,,,,,,interview
interview-方针,方针,fāngzhēn,名,phương châm,"phương châm, đường lối",2026-06-14 09:00:45.343364+00,B1 求职面试,0,10,,,,,,interview
interview-方面,方面,fāngmiàn,名,phương diện,"phương diện, khía cạnh",2026-06-14 09:00:24.605855+00,B1 求职面试,0,10,,,,,,interview
interview-旅游,旅游,lǚyóu,动,lữ du,"du lịch, đi tham quan",2026-06-14 09:00:19.839011+00,第一课 应聘与面试,0,10,,,,,,interview
interview-旅行,旅行,lǚxíng,动,lữ hành,"du hành, đi xa",2026-06-14 09:01:04.047072+00,第二课 同事关系,0,10,,,,,,interview
interview-无法,无法,wúfǎ,副,vô pháp,"không thể, không có cách",2026-06-14 08:40:53.677484+00,第十一课 职业培训,0,10,,,,,,interview
interview-无论如何,无论如何,wúlùn rúhé,语,vô luận như hà,dù thế nào đi nữa,2026-06-14 09:00:28.732081+00,B1 求职面试,0,10,,,,,,interview
interview-无论是,无论是,wúlùn shì,语,vô luận thị,"dù là, bất kể là",2026-06-14 08:41:21.223662+00,第十二课 个人述职,0,10,,,,,,interview
interview-无误,无误,wúwù,形,vô ngộ,"không sai, chính xác",2026-06-14 09:01:03.25635+00,第二课 同事关系,0,10,,,,,,interview
interview-无需,无需,wúxū,副,vô nhu,"không cần, không đòi hỏi",2026-06-14 08:41:22.955222+00,第十二课 个人述职,0,10,,,,,,interview
interview-日程安排,日程安排,rìchéng ānpái,名,nhật trình an bài,"lịch trình, kế hoạch công việc",2026-06-14 08:39:11.199627+00,第四课 日程安排,0,10,,,,,,interview
interview-早晨,早晨,zǎochén,名,tảo thần,buổi sáng sớm,2026-06-14 08:41:29.007334+00,第十二课 个人述职,0,10,,,,,,interview
interview-早餐,早餐,zǎocān,名,tảo xan,"bữa sáng, ăn sáng",2026-06-14 08:40:29.514715+00,第十一课 职业培训,0,10,,,,,,interview
interview-时候,时候,shíhou,名,thời hậu,"lúc, khi, thời điểm",2026-06-14 08:39:37.018262+00,第一课 应聘与面试,0,10,,,,,,interview
interview-时先,时先,shí xiān,名,thời tiên,trước thời điểm đó,2026-06-14 09:00:40.446763+00,B1 求职面试,0,10,,,,,,interview
interview-时要,时要,shí yào,语,thời yếu,"lúc cần, khi cần thiết",2026-06-14 08:40:11.622168+00,第七课 汇报工作,0,10,,,,,,interview
interview-时间,时间,shíjiān,名,thời gian,thời gian,2026-06-14 08:39:26.869779+00,B1 求职面试,0,10,,,,,,interview
interview-明天,明天,míngtiān,名,minh thiên,ngày mai,2026-06-14 08:39:10.661045+00,第四课 日程安排,0,10,,,,,,interview
interview-明年,明年,míngnián,名,minh niên,"năm sau, năm tới",2026-06-14 08:41:02.828166+00,第十二课 个人述职,0,10,,,,,,interview
interview-明白,明白,míngbai,动,minh bạch,"hiểu rõ, minh bạch",2026-06-14 09:00:19.449154+00,第一课 应聘与面试,0,10,,,,,,interview
interview-春节,春节,Chūnjié,名,xuân tiết,Tết Nguyên Đán,2026-06-14 08:41:01.553985+00,第十二课 个人述职,0,10,,,,,,interview
interview-昨天,昨天,zuótiān,名,tạc thiên,ngày hôm qua,2026-06-14 08:40:00.37914+00,第七课 汇报工作,0,10,,,,,,interview
interview-是不是,是不是,shì bu shì,语,thị bất thị,"có phải không, có đúng không",2026-06-14 09:01:04.961321+00,第三课 工作交接,0,10,,,,,,interview
interview-是否,是否,shìfǒu,副,thị phủ,"có hay không, có phải không",2026-06-14 09:00:29.504692+00,B1 求职面试,0,10,,,,,,interview
interview-是因为,是因为,shì yīnwèi,语,thị nhân vi,"là vì, là do",2026-06-14 08:39:50.599749+00,第二课 同事关系,0,10,,,,,,interview
interview-晋升,晋升,jìnshēng,动,tấn thăng,"thăng chức, thăng tiến",2026-06-14 08:40:42.402008+00,第十一课 职业培训,0,10,,,,,,interview
interview-晚上,晚上,wǎnshang,名,vãn thượng,buổi tối,2026-06-14 08:39:21.13278+00,第四课 日程安排,0,10,,,,,,interview
interview-普通,普通,pǔtōng,形,phổ thông,"bình thường, phổ thông",2026-06-14 09:00:25.896759+00,B1 求职面试,0,10,,,,,,interview
interview-暗示,暗示,ànshì,动,ám thị,"ám chỉ, gợi ý ngầm",2026-06-14 08:41:29.260691+00,第十二课 个人述职,0,10,,,,,,interview
interview-更加,更加,gèng jiā,副,,"càng thêm, ngày càng",2026-06-14 08:41:32.019512+00,第十二课 个人述职,0,10,,,,,,interview
interview-更大,更大,gèng dà,形,,"lớn hơn, to hơn",2026-06-14 08:41:16.130481+00,第十二课 个人述职,0,10,,,,,,interview
interview-更好,更好,gèng hǎo,形,,"tốt hơn, tốt hơn nữa",2026-06-14 08:39:51.35912+00,第五课 公司会议,0,10,,,,,,interview
interview-更换,更换,gēng huàn,动,Cánh hoán,"thay thế, đổi mới",2026-06-14 08:40:10.329288+00,第七课 汇报工作,0,10,,,,,,interview
interview-更改,更改,gēng gǎi,动,Cánh cải,"sửa đổi, thay đổi",2026-06-14 08:39:20.872131+00,第四课 日程安排,0,10,,,,,,interview
interview-更新,更新,gēng xīn,动,Cánh tân,"cập nhật, đổi mới",2026-06-14 08:40:01.637604+00,第一课 应聘与面试,0,10,,,,,,interview
interview-更要,更要,gèng yào,副,,"càng cần phải, lại càng",2026-06-14 09:00:42.123204+00,B1 求职面试,0,10,,,,,,interview
interview-曾经,曾经,céng jīng,副,Tằng kinh,"đã từng, trước đây",2026-06-14 08:40:24.586136+00,第七课 汇报工作,0,10,,,,,,interview
interview-月底,月底,yuè dǐ,名,Nguyệt để,cuối tháng,2026-06-14 08:40:12.282462+00,第三课 工作交接,0,10,,,,,,interview
interview-有些,有些,yǒu xiē,代,,"một số, có một chút",2026-06-14 08:40:57.58798+00,第十一课 职业培训,0,10,,,,,,interview
interview-有关,有关,yǒu guān,动,Hữu quan,"có liên quan, liên quan đến",2026-06-14 08:40:04.841713+00,第三课 工作交接,0,10,,,,,,interview
interview-有利于,有利于,yǒu lì yú,动,Hữu lợi ư,"có lợi cho, có ích cho",2026-06-14 08:40:55.11445+00,B1 求职面试,0,10,,,,,,interview
interview-有助于,有助于,yǒu zhù yú,动,Hữu trợ ư,"giúp ích cho, hỗ trợ cho",2026-06-14 08:40:56.267137+00,第十一课 职业培训,0,10,,,,,,interview
interview-有句,有句,yǒu jù,短,Hữu cú,có câu (nói) rằng,2026-06-14 08:40:14.733848+00,第七课 汇报工作,0,10,,,,,,interview
interview-有意思,有意思,yǒu yì si,形,,"thú vị, hay, có ý nghĩa",2026-06-14 08:40:46.53558+00,第十一课 职业培训,0,10,,,,,,interview
interview-有所,有所,yǒu suǒ,副,Hữu sở,"có phần, có chút",2026-06-14 08:41:13.193181+00,第十二课 个人述职,0,10,,,,,,interview
interview-有所不同,有所不同,yǒu suǒ bù tóng,短,Hữu sở bất đồng,có phần khác biệt,2026-06-14 09:00:28.600919+00,B1 求职面试,0,10,,,,,,interview
interview-有效,有效,yǒu xiào,形,Hữu hiệu,"có hiệu quả, hiệu lực",2026-06-14 08:41:21.909044+00,第十二课 个人述职,0,10,,,,,,interview
interview-有时候,有时候,yǒu shí hou,副,,"đôi khi, có lúc",2026-06-14 09:00:08.154446+00,第一课 应聘与面试,0,10,,,,,,interview
interview-有条理,有条理,yǒu tiáo lǐ,形,Hữu điều lý,"có trật tự, mạch lạc",2026-06-14 09:00:31.208305+00,B1 求职面试,0,10,,,,,,interview
interview-有没有,有没有,yǒu méi yǒu,短,,"có hay không, có không",2026-06-14 09:01:08.175784+00,第三课 工作交接,0,10,,,,,,interview
interview-有益于,有益于,yǒu yì yú,动,Hữu ích ư,"có lợi cho, có ích cho",2026-06-14 08:40:50.201746+00,第十一课 职业培训,0,10,,,,,,interview
interview-有着,有着,yǒu zhe,动,,"có, sở hữu, tồn tại",2026-06-14 08:40:42.534184+00,第十一课 职业培训,0,10,,,,,,interview
interview-朋友,朋友,péng you,名,Bằng hữu,"bạn bè, bạn",2026-06-14 09:01:01.535668+00,第二课 同事关系,0,10,,,,,,interview
interview-服务,服务,fú wù,动,Phục vụ,"phục vụ, dịch vụ",2026-06-14 08:41:16.26944+00,第十二课 个人述职,0,10,,,,,,interview
interview-服装,服装,fú zhuāng,名,Phục trang,"trang phục, quần áo",2026-06-14 09:00:35.271601+00,B1 求职面试,0,10,,,,,,interview
interview-期满,期满,qī mǎn,动,Kỳ mãn,"hết hạn, mãn kỳ",2026-06-14 09:00:12.786173+00,第一课 应聘与面试,0,10,,,,,,interview
interview-期间,期间,qī jiān,名,Kỳ gian,"trong thời gian, kỳ hạn",2026-06-14 09:00:01.192487+00,第一课 应聘与面试,0,10,,,,,,interview
interview-未谋,未谋,wèi móu,动,Vị mưu,"chưa gặp, chưa từng quen",2026-06-14 08:41:20.41503+00,第十二课 个人述职,0,10,,,,,,interview
interview-本年度,本年度,běn nián dù,名,Bản niên độ,"năm nay, niên độ này",2026-06-14 08:41:01.80038+00,第十二课 个人述职,0,10,,,,,,interview
interview-本月,本月,běn yuè,名,Bản nguyệt,tháng này,2026-06-14 09:00:21.284302+00,第一课 应聘与面试,0,10,,,,,,interview
interview-本身,本身,běn shēn,代,Bản thân,"bản thân, chính nó",2026-06-14 08:41:15.597961+00,第十二课 个人述职,0,10,,,,,,interview
interview-机会,机会,jī huì,名,Cơ hội,"cơ hội, dịp may",2026-06-14 08:40:30.577048+00,第一课 应聘与面试,0,10,,,,,,interview
interview-机密,机密,jī mì,名,Cơ mật,"bí mật, cơ mật",2026-06-14 08:40:11.360975+00,第七课 汇报工作,0,10,,,,,,interview
interview-机票,机票,jī piào,名,Cơ phiếu,vé máy bay,2026-06-14 09:01:15.048214+00,第三课 工作交接,0,10,,,,,,interview
interview-机遇,机遇,jī yù,名,Cơ ngộ,"cơ hội, vận may",2026-06-14 08:40:57.458132+00,第十一课 职业培训,0,10,,,,,,interview
interview-权威性,权威性,quán wēi xìng,名,Quyền uy tính,"tính uy quyền, tính thẩm quyền",2026-06-14 08:39:13.808199+00,第四课 日程安排,0,10,,,,,,interview
interview-材料,材料,cái liào,名,Tài liệu,"tài liệu, vật liệu",2026-06-14 08:39:26.620382+00,第四课 日程安排,0,10,,,,,,interview
interview-杜绝,杜绝,dù jué,动,Đỗ tuyệt,"ngăn chặn triệt để, xóa bỏ",2026-06-14 08:39:43.74419+00,第五课 公司会议,0,10,,,,,,interview
interview-条件,条件,tiáo jiàn,名,Điều kiện,"điều kiện, yêu cầu",2026-06-14 08:40:55.630322+00,第十一课 职业培训,0,10,,,,,,interview
interview-条例,条例,tiáo lì,名,Điều lệ,"điều lệ, quy định",2026-06-14 08:40:04.067432+00,第七课 汇报工作,0,10,,,,,,interview
interview-来得及,来得及,lái de jí,动,,"còn kịp, có đủ thời gian",2026-06-14 08:40:02.28939+00,第七课 汇报工作,0,10,,,,,,interview
interview-来看,来看,lái kàn,动,,đến xem; xét theo góc độ,2026-06-14 08:41:12.929975+00,第十二课 个人述职,0,10,,,,,,interview
interview-来说,来说,lái shuō,短,,mà nói; đối với mà nói,2026-06-14 08:40:57.063363+00,第十一课 职业培训,0,10,,,,,,interview
interview-果园,果园,guǒ yuán,名,quả viên,vườn cây ăn quả,2026-06-14 08:40:28.598993+00,第十一课 职业培训,0,10,,,,,,interview
interview-某个,某个,mǒu gè,代,mỗ cá,một (người/vật) nào đó,2026-06-14 08:40:59.252174+00,第十一课 职业培训,0,10,,,,,,interview
interview-查找,查找,chá zhǎo,动,tra tìm,tìm kiếm; tra cứu,2026-06-14 08:41:16.920258+00,第十二课 个人述职,0,10,,,,,,interview
interview-查看,查看,chá kàn,动,tra khán,kiểm tra; xem xét,2026-06-14 08:39:46.160941+00,第五课 公司会议,0,10,,,,,,interview
interview-标志,标志,biāozhì,名,tiêu chí,dấu hiệu; biểu tượng; logo,2026-06-14 09:00:30.028436+00,B1 求职面试,0,10,,,,,,interview
interview-样本,样本,yàngběn,名,dạng bản,mẫu; bản mẫu; sample,2026-06-14 08:39:27.775581+00,第四课 日程安排,0,10,,,,,,interview
interview-根据,根据,gēnjù,介,căn cứ,dựa vào; căn cứ vào,2026-06-14 08:41:18.237747+00,第一课 应聘与面试,0,10,,,,,,interview
interview-档次,档次,dàngcì,名,đương thứ,cấp độ; đẳng cấp; hạng,2026-06-14 08:39:49.426381+00,第五课 公司会议,0,10,,,,,,interview
interview-梳理,梳理,shūlǐ,动,sơ lý,sắp xếp; chỉnh lý; tóm lược,2026-06-14 09:00:32.138646+00,B1 求职面试,0,10,,,,,,interview
interview-检查,检查,jiǎnchá,动,kiểm tra,kiểm tra; xem xét,2026-06-14 09:01:03.001108+00,第二课 同事关系,0,10,,,,,,interview
interview-检验,检验,jiǎnyàn,动,kiểm nghiệm,kiểm nghiệm; thử nghiệm,2026-06-14 08:39:47.205153+00,第五课 公司会议,0,10,,,,,,interview
interview-模式,模式,móshì,名,mô thức,mô hình; phương thức; pattern,2026-06-14 08:40:46.386501+00,第十一课 职业培训,0,10,,,,,,interview
interview-欢迎,欢迎,huānyíng,动,hoan nghênh,chào đón; hoan nghênh,2026-06-14 08:41:10.019939+00,第十二课 个人述职,0,10,,,,,,interview
interview-正在,正在,zhèngzài,副,chính tại,đang (làm gì),2026-06-14 08:39:40.856849+00,第一课 应聘与面试,0,10,,,,,,interview
interview-正好,正好,zhènghǎo,副,chính hảo,vừa đúng; vừa vặn,2026-06-14 08:40:30.446982+00,第十一课 职业培训,0,10,,,,,,interview
interview-正确,正确,zhèngquè,形,chính xác,đúng đắn; chính xác,2026-06-14 08:40:10.724508+00,第七课 汇报工作,0,10,,,,,,interview
interview-正统,正统,zhèngtǒng,形,chính thống,chính thống; truyền thống,2026-06-14 09:00:34.345551+00,B1 求职面试,0,10,,,,,,interview
interview-此外,此外,cǐwài,连,thử ngoại,ngoài ra; bên cạnh đó,2026-06-14 09:00:17.964668+00,第一课 应聘与面试,0,10,,,,,,interview
interview-此时,此时,cǐshí,名,thử thời,lúc này; thời điểm này,2026-06-14 08:41:31.103476+00,第十二课 个人述职,0,10,,,,,,interview
interview-此次,此次,cǐcì,代,thử thứ,lần này; đợt này,2026-06-14 08:39:34.904323+00,第五课 公司会议,0,10,,,,,,interview
interview-武装,武装,wǔzhuāng,名,vũ trang,vũ trang; lực lượng vũ trang,2026-06-14 09:00:36.067356+00,B1 求职面试,0,10,,,,,,interview
interview-段时间,段时间,duàn shíjiān,名,đoạn thời gian,một khoảng thời gian,2026-06-14 08:40:02.016077+00,第七课 汇报工作,0,10,,,,,,interview
interview-每个,每个,měi gè,代,mỗi cá,mỗi; từng cái/người,2026-06-14 08:39:34.653054+00,第五课 公司会议,0,10,,,,,,interview
interview-每人,每人,měi rén,代,mỗi nhân,mỗi người; mỗi cá nhân,2026-06-14 08:40:40.825425+00,第十一课 职业培训,0,10,,,,,,interview
interview-每周,每周,měi zhōu,名,mỗi chu,mỗi tuần; hàng tuần,2026-06-14 08:39:22.290017+00,第四课 日程安排,0,10,,,,,,interview
interview-每天,每天,měi tiān,名,,mỗi ngày; hàng ngày,2026-06-14 08:40:36.552017+00,第二课 同事关系,0,10,,,,,,interview
interview-每年,每年,měi nián,名,mỗi niên,mỗi năm; hàng năm,2026-06-14 08:40:40.697702+00,第一课 应聘与面试,0,10,,,,,,interview
interview-每月,每月,měi yuè,名,mỗi nguyệt,mỗi tháng; hàng tháng,2026-06-14 09:00:14.889107+00,第一课 应聘与面试,0,10,,,,,,interview
interview-比较,比较,bǐjiào,副,tỉ giảo,tương đối; so sánh; khá,2026-06-14 08:39:29.215017+00,第一课 应聘与面试,0,10,,,,,,interview
interview-比较慢,比较慢,bǐjiào màn,短,,tương đối chậm; khá chậm,2026-06-14 09:00:09.513805+00,第一课 应聘与面试,0,10,,,,,,interview
interview-毫不在意,毫不在意,háo bù zàiyì,短,hào bất tại ý,hoàn toàn không để tâm,2026-06-14 08:40:20.495048+00,第七课 汇报工作,0,10,,,,,,interview
interview-气氛,气氛,qìfēn,名,khí phân,bầu không khí; không khí,2026-06-14 08:40:17.608885+00,第七课 汇报工作,0,10,,,,,,interview
interview-气质,气质,qìzhì,名,khí chất,khí chất; phong cách; tính cách,2026-06-14 09:00:34.874433+00,B1 求职面试,0,10,,,,,,interview
interview-水平,水平,shuǐpíng,名,thủy bình,trình độ; mức độ; ngang,2026-06-14 09:00:14.763089+00,第一课 应聘与面试,0,10,,,,,,interview
interview-永康,永康,Yǒngkāng,名,Vĩnh Khang,Vĩnh Khang (địa danh),2026-06-14 08:59:58.63566+00,第一课 应聘与面试,0,10,,,,,,interview
interview-求职,求职,qiúzhí,动,cầu chức,tìm việc làm; xin việc,2026-06-14 09:00:37.776627+00,B1 求职面试,0,10,,,,,,interview
interview-求职者,求职者,qiú zhí zhě,名,cầu chức giả,người tìm việc làm,2026-06-14 09:00:27.816765+00,B1 求职面试,0,10,,,,,,interview
interview-汇总,汇总,huì zǒng,动,hội tổng,"tổng hợp, tập hợp lại",2026-06-14 09:00:07.198275+00,第一课 应聘与面试,0,10,,,,,,interview
interview-汇报,汇报,huì bào,动,hội báo,"báo cáo, trình bày",2026-06-14 08:39:22.158485+00,第三课 工作交接,0,10,,,,,,interview
interview-沉默,沉默,chén mò,形,trầm mặc,"im lặng, không nói",2026-06-14 08:39:49.680921+00,第五课 公司会议,0,10,,,,,,interview
interview-沟通,沟通,gōu tōng,动,câu thông,"giao tiếp, kết nối",2026-06-14 08:40:16.190339+00,第一课 应聘与面试,0,10,,,,,,interview
interview-沟通交流,沟通交流,gōu tōng jiāo liú,短,câu thông giao lưu,giao tiếp và trao đổi,2026-06-14 09:00:02.560145+00,第一课 应聘与面试,0,10,,,,,,interview
interview-没有,没有,méi yǒu,动,,không có,2026-06-14 08:40:57.712259+00,第十一课 职业培训,0,10,,,,,,interview
interview-注意,注意,zhù yì,动,chú ý,"chú ý, để ý",2026-06-14 08:39:45.118449+00,B1 求职面试,0,10,,,,,,interview
interview-注意力,注意力,zhù yì lì,名,chú ý lực,sự tập trung chú ý,2026-06-14 08:41:31.231792+00,第十二课 个人述职,0,10,,,,,,interview
interview-注明,注明,zhù míng,动,chú minh,ghi chú rõ ràng,2026-06-14 08:40:05.356579+00,第七课 汇报工作,0,10,,,,,,interview
interview-注重,注重,zhù zhòng,动,chú trọng,"chú trọng, coi trọng",2026-06-14 09:01:02.458918+00,第二课 同事关系,0,10,,,,,,interview
interview-活动,活动,huó dòng,名,hoạt động,"hoạt động, sự kiện",2026-06-14 08:40:31.751509+00,第一课 应聘与面试,0,10,,,,,,interview
interview-活泼,活泼,huó pō,形,hoạt bát,"hoạt bát, năng động",2026-06-14 09:00:34.607451+00,B1 求职面试,0,10,,,,,,interview
interview-洽谈,洽谈,qià tán,动,hiệp đàm,"đàm phán, thương lượng",2026-06-14 08:40:04.576696+00,第七课 汇报工作,0,10,,,,,,interview
interview-流利,流利,liú lì,形,lưu lợi,"trôi chảy, lưu loát",2026-06-14 09:00:43.151968+00,B1 求职面试,0,10,,,,,,interview
interview-流程,流程,liú chéng,名,lưu trình,"quy trình, tiến trình",2026-06-14 09:00:28.467252+00,B1 求职面试,0,10,,,,,,interview
interview-海外,海外,hǎi wài,名,hải ngoại,"hải ngoại, nước ngoài",2026-06-14 08:41:06.707277+00,第十二课 个人述职,0,10,,,,,,interview
interview-消息,消息,xiāo xi,名,tiêu tức,"tin tức, thông tin",2026-06-14 08:39:59.983406+00,第七课 汇报工作,0,10,,,,,,interview
interview-消费者,消费者,xiāo fèi zhě,名,tiêu phí giả,người tiêu dùng,2026-06-14 08:40:44.495182+00,第十一课 职业培训,0,10,,,,,,interview
interview-深刻,深刻,shēn kè,形,thâm khắc,"sâu sắc, thâm thúy",2026-06-14 09:00:26.032909+00,B1 求职面试,0,10,,,,,,interview
interview-深吸,深吸,shēn xī,动,thâm hấp,hít thở sâu,2026-06-14 08:41:24.605604+00,第十二课 个人述职,0,10,,,,,,interview
interview-深造,深造,shēn zào,动,thâm tạo,"học nâng cao, tiếp tục học",2026-06-14 09:01:06.023882+00,第三课 工作交接,0,10,,,,,,interview
interview-混乱,混乱,hùn luàn,形,hỗn loạn,"hỗn loạn, rối loạn",2026-06-14 08:41:23.333064+00,第十二课 个人述职,0,10,,,,,,interview
interview-清单,清单,qīng dān,名,thanh đơn,"danh sách, bản liệt kê",2026-06-14 08:41:03.732453+00,第十二课 个人述职,0,10,,,,,,interview
interview-清拿清放,清拿清放,qīng ná qīng fàng,短,thanh nã thanh phóng,nhẹ nhàng lấy và đặt xuống,2026-06-14 08:39:45.248552+00,第五课 公司会议,0,10,,,,,,interview
interview-清晰,清晰,qīng xī,形,thanh tích,"rõ ràng, minh bạch",2026-06-14 08:41:26.155296+00,第十二课 个人述职,0,10,,,,,,interview
interview-清楚,清楚,qīng chǔ,形,thanh sở,"rõ ràng, tường tận",2026-06-14 08:39:16.103246+00,B1 求职面试,0,10,,,,,,interview
interview-满意度,满意度,mǎn yì dù,名,mãn ý độ,mức độ hài lòng,2026-06-14 08:41:05.803064+00,第十二课 个人述职,0,10,,,,,,interview
interview-满足感,满足感,mǎn zú gǎn,名,mãn túc cảm,cảm giác thỏa mãn,2026-06-14 08:40:17.742153+00,第七课 汇报工作,0,10,,,,,,interview
interview-演示,演示,yǎn shì,动,diễn thị,"trình diễn, thuyết trình",2026-06-14 08:39:40.594887+00,第五课 公司会议,0,10,,,,,,interview
interview-演讲,演讲,yǎn jiǎng,动,diễn giảng,"phát biểu, diễn thuyết",2026-06-14 08:41:21.354198+00,第十二课 个人述职,0,10,,,,,,interview
interview-激发,激发,jī fā,动,kích phát,"kích thích, khơi dậy",2026-06-14 08:40:17.996469+00,第七课 汇报工作,0,10,,,,,,interview
interview-热闹,热闹,rènao,形,nhiệt náo,"náo nhiệt, đông vui, sôi động",2026-06-14 08:40:35.132126+00,第十一课 职业培训,0,10,,,,,,interview
interview-焦虑,焦虑,jiāolǜ,形,tiêu lự,"lo lắng, bồn chồn, băn khoăn",2026-06-14 08:40:51.665412+00,第十一课 职业培训,0,10,,,,,,interview
interview-然后,然后,ránhòu,连,nhiên hậu,"sau đó, rồi thì",2026-06-14 08:39:39.511959+00,第五课 公司会议,0,10,,,,,,interview
interview-熟悉,熟悉,shúxī,动,thục tất,"quen thuộc, thành thạo, thông thạo",2026-06-14 08:40:30.70811+00,第十一课 职业培训,0,10,,,,,,interview
interview-爱护,爱护,àihù,动,ái hộ,"yêu quý và bảo vệ, trân trọng",2026-06-14 08:40:49.674791+00,第十一课 职业培训,0,10,,,,,,interview
interview-物料,物料,wùliào,名,vật liệu,"vật liệu, nguyên vật liệu",2026-06-14 08:39:44.116464+00,第五课 公司会议,0,10,,,,,,interview
interview-物流,物流,wùliú,名,vật lưu,"logistics, vận chuyển hàng hóa",2026-06-14 09:00:58.873948+00,第二课 同事关系,0,10,,,,,,interview
interview-特别,特别,tèbié,副,đặc biệt,"đặc biệt, đặc biệt là, nhất là",2026-06-14 08:41:07.359159+00,第十二课 个人述职,0,10,,,,,,interview
interview-特质,特质,tèzhì,名,đặc chất,"đặc tính, phẩm chất riêng biệt",2026-06-14 09:00:49.142393+00,B1 求职面试,0,10,,,,,,interview
interview-状况,状况,zhuàngkuàng,名,trạng huống,"tình trạng, tình hình, hoàn cảnh",2026-06-14 08:40:54.988135+00,第十一课 职业培训,0,10,,,,,,interview
interview-状态,状态,zhuàngtài,名,trạng thái,"trạng thái, tình trạng hiện tại",2026-06-14 08:40:13.696432+00,第七课 汇报工作,0,10,,,,,,interview
interview-献计献策,献计献策,xiànjì xiàncè,语,hiến kế hiến sách,"hiến kế, đóng góp ý kiến mưu lược",2026-06-14 08:39:43.226735+00,第五课 公司会议,0,10,,,,,,interview
interview-玉兰,玉兰,yùlán,名,ngọc lan,"hoa mộc lan, cây ngọc lan",2026-06-14 08:39:56.511667+00,第三课 工作交接,0,10,,,,,,interview
interview-环保,环保,huánbǎo,名,hoàn bảo,"bảo vệ môi trường, thân thiện môi trường",2026-06-14 08:39:36.091303+00,第五课 公司会议,0,10,,,,,,interview
interview-环境,环境,huánjìng,名,hoàn cảnh,"môi trường, hoàn cảnh xung quanh",2026-06-14 08:40:43.722719+00,第一课 应聘与面试,0,10,,,,,,interview
interview-环境中工作,环境中工作,huánjìng zhōng gōngzuò,短,hoàn cảnh trung công tác,làm việc trong môi trường,2026-06-14 09:01:01.005561+00,第二课 同事关系,0,10,,,,,,interview
interview-现代,现代,xiàndài,名,hiện đại,"hiện đại, thời hiện đại",2026-06-14 08:39:16.360697+00,第四课 日程安排,0,10,,,,,,interview
interview-现代医学,现代医学,xiàndài yīxué,短,hiện đại y học,y học hiện đại,2026-06-14 08:40:53.022332+00,第十一课 职业培训,0,10,,,,,,interview
interview-现在,现在,xiànzài,名,hiện tại,"bây giờ, hiện tại, lúc này",2026-06-14 08:39:42.422083+00,第二课 同事关系,0,10,,,,,,interview
interview-现状,现状,xiànzhuàng,名,hiện trạng,"hiện trạng, tình hình hiện tại",2026-06-14 09:00:44.725664+00,B1 求职面试,0,10,,,,,,interview
interview-理念,理念,lǐniàn,名,lý niệm,"lý niệm, quan niệm, tư tưởng chỉ đạo",2026-06-14 08:40:35.773652+00,第十一课 职业培训,0,10,,,,,,interview
interview-理解,理解,lǐjiě,动,lý giải,"hiểu, lý giải, thông cảm",2026-06-14 08:40:14.085304+00,第七课 汇报工作,0,10,,,,,,interview
interview-瓜葛相连,瓜葛相连,guāgé xiānglián,语,qua cát tương liên,"có liên quan mật thiết, dính líu nhau",2026-06-14 08:40:23.396353+00,第七课 汇报工作,0,10,,,,,,interview
interview-生产成本,生产成本,shēngchǎn chéngběn,短,sinh sản thành bản,chi phí sản xuất,2026-06-14 08:41:05.40678+00,第十二课 个人述职,0,10,,,,,,interview
interview-生产流程,生产流程,shēngchǎn liúchéng,短,sinh sản lưu trình,quy trình sản xuất,2026-06-14 08:41:09.264822+00,第十二课 个人述职,0,10,,,,,,interview
interview-生产能力,生产能力,shēngchǎn nénglì,短,sinh sản năng lực,"năng lực sản xuất, công suất",2026-06-14 09:00:45.604236+00,B1 求职面试,0,10,,,,,,interview
interview-生活,生活,shēnghuó,名,sinh hoạt,"cuộc sống, sinh hoạt hằng ngày",2026-06-14 09:00:47.298077+00,B1 求职面试,0,10,,,,,,interview
interview-生活态度,生活态度,shēnghuó tàidù,短,sinh hoạt thái độ,"thái độ sống, quan niệm cuộc sống",2026-06-14 08:40:50.8713+00,第十一课 职业培训,0,10,,,,,,interview
interview-用人单位,用人单位,yòngrén dānwèi,短,dụng nhân đơn vị,"đơn vị tuyển dụng, nhà tuyển dụng",2026-06-14 09:00:28.989475+00,B1 求职面试,0,10,,,,,,interview
